pca1,pca2,cluster
-1.6822197378904131,-1.0764456473382997,1
-1.1382961255771602,2.506488025643607,2
0.9696830621364569,-0.38354836668948633,0
-0.8736276474199973,0.043175124073666984,1
-1.599432990297605,-0.6885776949763677,1
0.2512935701678517,-0.7800821372833752,6
6.352920802654363,-0.6925130963350858,0
0.27710334829165195,-1.2907325844837525,6
-0.44174335837300227,-0.4618332975953455,1
-0.562509472833298,-0.3663376159224104,4
0.540492557459834,-1.312982040079194,6
-0.6847034958062777,-0.7854033700078922,1
1.9802692096461172,-1.322177776600015,6
1.5605468232552875,-0.8794698988778634,6
-1.5880771752462537,0.2330467631339083,1
0.7903822376086914,1.8469169397199843,2
-2.097180463053064,0.9554700222067326,3
-0.9563963309263251,-1.5772894679747542,4
0.5003814553323173,-0.096172243485514,6
0.7834868932877238,0.04965640291773704,6
-0.14255675969453444,-0.06857213173305039,6
5.525257600266913,1.7438427717934355,0
0.4178049753414846,-1.7390149458752362,6
2.802346026030017,3.700244024268343,2
-1.4252941143143982,1.9267884412424559,1
0.16461676201652312,-1.633422383133598,6
-1.443729140453949,0.43064787433811674,1
-0.04851379093376905,-1.773511076655725,6
-0.01325061860691358,4.129359765709897,2
-0.7706002521166326,-0.8660458383083617,1
3.7554028478894916,4.297912465411101,2
1.4102296237016598,-0.6862092703298763,6
-0.5701988237928414,2.1354917185460005,1
0.3746823623709864,-1.4625296351562376,0
2.0112436737267663,1.4148880917258604,6
-1.7603191919244279,-0.18004867460412302,1
-1.4243875002237112,5.476340882022452,2
1.8438398815345485,1.2548603894333783,0
-0.9582284502003511,3.1440516744442353,2
0.664754853087856,3.5170520874356868,2
-1.7530727905327523,0.7050397731043316,1
0.446785548760208,0.6537541390085309,1
-1.1146703602845702,0.304959602995379,1
-1.8131615321830408,0.012384762663354601,1
1.890438280649241,-0.08331743349878677,6
-0.8791516810644643,-0.0936820094232163,1
-1.794208495455329,-0.7402853538026835,3
-1.7869634062038917,2.0669706005390243,1
3.5462686575999065,-2.0088336075288766,0
-1.0852550144561444,-0.12390001840622941,1
0.35932265161994575,7.150100336836665,2
1.543149276194365,-0.8317561477707872,0
-1.7268743537390727,0.47140650721934746,1
0.4711672851077061,-0.10281086005900164,3
-0.7181411123055452,-1.617004084871699,6
-0.45693221872823175,-0.31447412442180767,1
-1.1106644602249374,1.3007813860834039,1
4.006994460643536,0.06520109432666783,0
-1.5769585526287941,0.885597387957685,1
-0.4897576884510721,1.6434857002541543,1
-0.90579959338202,-0.051506833660205,1
-1.536123058981962,-0.5040452225101215,1
-1.6607129879596767,2.1840372838420374,1
-1.7918190761645092,-1.2895208646810319,4
2.1479339748701385,-0.1682778107409096,6
-0.3996780817297746,-0.7289773402757243,1
-2.182638167405667,-0.210971240315473,3
-1.9007309074054646,0.9369303935420488,1
0.5529976117856429,0.2584113981774406,6
-0.38774253627003163,-0.41121041889768495,1
0.3922468432286819,1.0671950353041897,6
4.754023129320164,10.967392819380343,2
-1.6451338049973319,0.3332236395150816,3
-0.5307467430534627,-0.7317836971722728,1
-0.6491016209345675,-0.573797454748491,1
0.7710481583291837,0.1631660302262874,6
1.3624819453820716,-0.10866533765019942,0
-0.32806359762596415,-1.2698106734620473,6
-1.6490399133632274,0.19681465421066274,1
0.015256898792120293,3.110224840240146,2
-0.1470801202831128,-1.352871162485712,6
-1.8889331138094854,0.5954342443318082,4
-0.39187853305754716,-0.9576083550388348,4
-0.4843311220992451,-2.1327673615721987,4
3.932693114953066,0.32375255278606757,0
2.226281234902628,-0.856162457471372,0
2.2909120065918605,4.986458151453373,2
3.2593331346185157,5.007291636173365,2
-1.229748891223398,0.5055651337668943,1
-1.3773398906864174,3.3257828397842193,2
4.9247222136165085,2.1679598586883992,0
0.42091641706749294,2.544363374937127,2
-1.5980197627835697,-0.21993228820360813,1
-1.2310237803024449,-0.5538708602584318,1
-1.0937990040436882,-0.41195171065095937,1
-1.7800865554616863,-0.17019882232295988,1
0.1894240310911965,-0.5097442435551683,1
-1.8081386262417039,1.8579498148225435,1
-0.9817575514801298,-1.6677079375304835,4
-2.620498489409969,-0.8330611849636427,3
-1.9854161441177614,-1.0864282231317528,3
0.3086828735818563,-2.0930002178442897,6
4.228448636077742,0.17640308747381014,0
0.0745402005975321,-2.052522644720533,4
-1.479873185801805,0.065572222659937,1
-0.8896131032177285,1.1001231819631634,1
0.5726109058392442,-1.5952469596607919,6
-1.6954427618549126,5.61168170620016,2
-0.35020088875177274,-0.6586465724226597,6
4.996758272683744,5.198600015520341,2
1.2120467995514266,-1.4086361775937397,6
-1.57997779011166,0.5516159067490211,1
3.2182052320395043,1.681344570040986,0
-1.2662067341810317,2.987373896234556,2
0.9305497320573516,-1.6013642004476472,6
1.257704668556975,-1.508217321817096,6
0.8268147534203362,-1.3063812667371035,6
-1.820104944106868,1.0192256706509872,1
-0.710970697189626,-1.5105707452531594,4
-1.7235957292548738,0.96362294847342,1
6.232470074959413,3.367179376875722,0
-0.2875291422310657,-0.09591696556490144,1
4.81750949698723,-0.6197163063647103,0
-1.5880811528301966,0.6985156288113437,1
-0.046567625017755625,5.807529357041749,2
9.504124780123982,0.917785510539056,5
-2.1980128267393755,-0.6724541425174689,3
1.1324024325581417,-0.262945681866202,6
-0.2933592624871979,6.422670729809866,2
-1.7172088437364705,0.4195814837276477,4
-1.108835851929255,-0.7363385318581632,4
1.50497299366149,-0.0983264346808443,6
-0.8590085364707508,-1.4251383773492492,4
0.267803913248985,8.099572739118328,2
0.31316199703128383,-1.4549874196290273,6
-0.22026685050340705,-0.6829993977068551,1
4.949884874655243,-0.14681647300465334,0
0.4805977883307499,-0.6355061697246716,6
19.141602210705333,6.683542720702382,5
0.6347767553317039,-0.3277559543765802,0
-0.9915094810438673,-0.8735457556040438,1
-1.5291984541897359,0.5523029220333106,1
-1.591017632333847,3.0761087469937407,2
2.7102632353692644,2.473102454075226,0
5.662575771863549,-0.5484456026956984,0
-0.6866892556155397,0.2592148376798879,1
0.4692959162324137,-1.0006920838738718,6
-1.1283830157599408,0.031100511036715163,1
-0.06442019182242953,-0.8895482618310979,6
1.1284363878294035,-0.2704307428710749,6
2.7001595422722264,2.6293196838208557,2
3.445353719086219,-0.8334781559126291,0
1.4137685796027777,-1.9311373868114499,6
11.079660171261292,7.299641895440015,5
2.603151776044596,-2.0021746507914333,0
0.8573294171502739,-0.11674518551038648,4
2.6333043780711365,3.3849017816779248,2
-1.7425038886099629,0.22870206755954373,1
7.030363879281949,0.8832228375406962,0
-1.5248373355989286,-0.37997284643745305,1
-1.7771343317979513,1.1910258521801578,1
-1.191374900919382,1.0007959952661238,1
0.6172713552853502,-1.5427203892221157,6
-0.8779952282900724,-0.47545203582717105,1
-0.24958493980035928,-1.993305983849529,3
-1.1625105720687938,1.1736066670288174,1
0.2637788273984462,-1.2830027930695023,6
4.482308926590768,-0.0736397801927859,0
0.5233358852318251,-1.3780076643991332,6
0.8015350564413264,-0.8837335292185117,6
-1.863339796076585,1.186798566336133,3
8.649421717020477,2.511884291698744,5
-0.9007873861360627,-0.77106201619105,4
-2.044886457611921,1.6205394378168492,3
6.199567003651341,3.021688801532754,0
-1.8029777257443622,0.0696442057910903,1
0.12680246092457845,0.26796343711212167,1
-1.7384620531598378,2.6399358529918886,2
4.217864472898239,-0.8250035752719194,0
-0.9134565827357087,-1.3155779103395138,4
2.3376321595151968,-1.4182710790826005,6
-1.9892984758751333,-1.1983842942269913,4
-0.15806300203170373,8.24449779995082,2
-1.352108145723687,-0.6847083637561366,4
0.44076395692360804,-0.7444505177417695,6
1.0140515325796569,-1.5473565248781609,6
-1.192861867028829,0.8771916909717339,1
0.7185209812055081,-1.551437206161754,6
-0.56553539714125,-0.40961980692683747,1
-0.8796387398963895,-0.3581532465525914,1
-1.0546565465189692,-0.8513621999227565,1
